citation,exp,latitude,longitude,z,gs_mat,gs_map,gs_par,gs_ai,ecosystem_type,experiment_type,species,family,growth_form,growth_duration,photo_path,n_fixer,myc_assoc,response,gNi,vNi,wNi,gPi,vPi,wPi,gNPi,vNPi,wNPi,dNi,dvNi,dwNi,dPi,dvPi,dwPi,dNPi,dvNPi,dwNPi,dNPi_se
vanDerWaal2011,klaserie_fnp,-24.22,31.27,402,22.29166651,49.75,869.7256944,0.308908333,grassland,field,colophospermum_mopane,fabaceae,tree,perennial,c3,yes,AM,leaf_n_mass,0.571352051,0.208161079,4.803972021,0.409211998,0.204186361,4.89748675,0.742734262,0.213791355,4.677457617,0.445546455,0.100620349,9.938347572,0.27696131,0.100239711,9.976086209,-0.084292573,0.100022204,9.997780106,0.100011101
vanDerWaal2011,klaserie_fnp,-24.22,31.27,402,22.29166651,49.75,869.7256944,0.308908333,grassland,field,colophospermum_mopane,fabaceae,tree,perennial,c3,yes,AM,leaf_p_mass,-0.104637209,0.200273724,4.993166262,0.453427904,0.205139922,4.874721566,0.425929659,0.204535402,4.889129172,-0.047917335,0.100007175,9.999282529,0.463200904,0.100670485,9.933398094,0.047917335,0.100007175,9.999282529,0.100003588
vanDerHoek2004,bennekomse_fnp,52.02,5.6,6,9.816666702,66.5,473.1927083,1.613316667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.147601973,0.401089317,2.493210258,0.921497067,0.442457842,2.26010233,1.172395821,0.468725598,2.133444395,0.08483628,0.200044982,4.998875691,0.951891822,0.205663113,4.86232065,-0.068060745,0.200028952,4.999276313,0.200014475
vanDuren1997a,hasselt_fnp,50.998,5.1285,32,10.59166668,65.75,484.7905093,1.411266667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,1.471841931,0.508315934,1.967280453,0.207310531,0.402148883,2.486641248,1.619662213,0.531165284,1.882653159,1.172987713,0.208599376,4.793878192,-0.275559018,0.20047458,4.988163591,-0.495261479,0.201533025,4.961965921,0.200765049
vanWijnen1999,schiermonnikoog_fnp,53.5,6.17,6,8.966666738,66.08333333,474.7199074,2.082441667,wetland,field,NA,NA,NA,NA,NA,NA,NA,anpp,1.221609325,0.197756861,5.056714561,-0.220209204,0.167676919,5.963850053,1.159264275,0.194664451,5.137044764,1.186472397,0.086999262,11.49435033,0.356551955,0.083664399,11.95251516,0.466394366,0.083899801,11.91897936,0.083616088
verlinden2018,katelijne_fnp,NA,NA,NA,NA,NA,NA,NA,NA,mesocosm,zea_mays,poaceae,graminoid,annual,c4,no,AM,tbio_gm2,-2.605054238,0.739315379,1.35260273,13.37700594,9.347214402,0.106983745,7.271748601,3.043916386,0.328524136,-0.776269269,0.203766212,4.907584964,10.07973885,0.835007095,1.197594614,-0.017642483,0.200001945,4.999951367,0.200000973
wang2017,huitong_fnp,26.67,109.43,519,16.10833319,107.5,632.625,1.1966,forest,field,cunninghamia_lanceolata,cupressaceae,tree,perennial,c3,no,AM,bnpp,-4.537933249,2.382736514,0.419685515,-4.105643061,2.071358745,0.482774895,-7.589065303,5.466159348,0.182943807,-4.188432253,0.516072549,1.937712055,-4.556859164,0.549635057,1.819389043,0.572031257,0.336741872,2.969633662,0.335033268
wigand2004,nagsCreek_fnp,41.63,-71.32,-16,12.25999994,99.6,709.9361111,1.16722,wetland,field,spartina_patens,poaceae,graminoid,perennial,c4,no,NM-AM,anpp,2.411909553,0.863581731,1.157967989,-0.554019412,0.519183594,1.926100923,1.305543635,0.606527761,1.648729149,2.388480354,0.29456905,3.394789778,-0.546760563,0.252335524,3.962977479,-0.038369162,0.250011502,3.999815984,0.250005751
wigand2004,nagsCreek_fnp,41.63,-71.32,-16,12.25999994,99.6,709.9361111,1.16722,wetland,field,spartina_patens,poaceae,graminoid,perennial,c4,no,NM-AM,bnpp,0.229659563,0.50329647,1.986900486,0.694106737,0.53011151,1.886395562,0.848087402,0.544953265,1.835019742,0.375747762,0.251103019,3.982429226,0.735424845,0.254225388,3.933517446,0.263508105,0.250542473,3.991339228,0.250271089
wigand2004,nagsCreek_fnp,41.63,-71.32,-16,12.25999994,99.6,709.9361111,1.16722,wetland,field,spartina_patens,poaceae,graminoid,perennial,c4,no,NM-AM,anpp_n,3.270709841,1.168596429,0.855727414,-0.562791234,0.519795873,1.923832126,1.655134834,0.671216957,1.489831252,2.699943742,0.306950752,3.257851609,-0.492034151,0.251891388,3.96996503,-0.127379399,0.250126762,3.997972839,0.250063373
wigand2004,nagsCreek_fnp,41.63,-71.32,-16,12.25999994,99.6,709.9361111,1.16722,wetland,field,spartina_patens,poaceae,graminoid,perennial,c4,no,NM-AM,anpp_p,0.791247801,0.539129568,1.854841693,0.719654,0.532368868,1.878396843,1.488187339,0.638418847,1.566369797,0.627184883,0.253073132,3.951426976,0.987350459,0.257616101,3.881744953,0.155243783,0.250188286,3.996989688,0.250094125
wright2011,barro_fnp,9.12,-79.85,56,26.49166648,189.5833333,937.9270833,1.414691667,forest,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-0.010021119,0.500006276,1.999974895,0.227286081,0.503228685,1.98716812,-0.019797519,0.500024496,1.999902019,-0.132869672,0.250137925,3.997794423,0.107732167,0.250090674,3.998549749,-0.123891992,0.250119916,3.998082267,0.250059951
craft1995,everglades_fnp,26.38,-80.46,5,23.375,121.6666667,860.2546296,0.787641667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.016273863,0.666688737,1.499950344,2.63372727,1.244709944,0.803400025,4.425054854,2.298425872,0.435080379,-0.506963117,0.336010538,2.976097141,2.863910655,0.418770669,2.387941834,-0.524201431,0.336195699,2.974458037,0.334761457
craft1995,everglades_fnp,26.38,-80.46,5,23.375,121.6666667,860.2546296,0.787641667,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,0.027626754,0.66673027,1.499856907,0.611200411,0.697797162,1.433081209,1.623403583,0.8862866,1.128303193,0.736187513,0.338978876,2.950036336,1.250697744,0.34962755,2.8601865,0.717030217,0.338688878,2.952562259,0.336000436
craft1995,everglades_fnp,26.38,-80.46,5,23.375,121.6666667,860.2546296,0.787641667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp_p,0.888514841,0.732454885,1.365271801,2.954499773,1.394089075,0.717314279,4.494182192,2.349806131,0.425567023,1.318900605,0.351453113,2.845329759,3.088564709,0.432700333,2.311068247,0.473023424,0.335664075,2.979168984,0.334496674
yang2014,haibei_fnp,37.6,101.3,NA,NA,NA,NA,NA,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,1.938553795,0.489916284,2.041165058,2.94354979,0.694353557,1.440188489,4.472207101,1.166693182,0.857123377,1.592300891,0.17987199,5.559509285,3.243708565,0.221466902,4.515347392,-0.496138748,0.167948717,5.954198508,0.167306464
yang2014,haibei_fnp,37.6,101.3,NA,NA,NA,NA,NA,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-0.326021824,0.337762093,2.960663796,0.954050119,0.371258818,2.693538717,0.177924255,0.334652377,2.988175401,-0.452769231,0.167734375,5.961807177,0.686900848,0.169124129,5.912816851,-0.180189529,0.166835772,5.993918371,0.166751198
yang2014,haibei_fnp,37.6,101.3,NA,NA,NA,NA,NA,grassland,field,NA,NA,NA,NA,NA,NA,NA,tbio_gm2,0.074827011,0.333566628,2.997901813,1.774743473,0.464571433,2.152521504,0.811479435,0.360770786,2.771843058,-0.209475787,0.166895209,5.991783747,1.276284359,0.17515053,5.709374673,-0.274443639,0.167058955,5.985910791,0.166862695
yu2009,daqinguo_fnp,42.97,122.35,249,16.78571442,66.71428571,911.5,0.405485714,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.589589482,0.347817323,2.875072439,-0.359982825,0.338732818,2.952179259,1.205270292,0.39386152,2.538963441,1.02262094,0.1721133,5.810126239,-0.04239379,0.166676027,5.999663038,0.260222046,0.167019352,5.987330152,0.166842916
yu2009,daqinguo_fnp,42.97,122.35,249,16.78571442,66.71428571,911.5,0.405485714,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-0.207560966,0.335128398,2.983930952,-0.513869739,0.344335921,2.904140807,0.088051214,0.333656376,2.997095434,0.178412746,0.166832454,5.994037598,-0.067463997,0.166690372,5.999146736,0.399952345,0.167499801,5.970156331,0.167082715
zeng2015,saihanba_fnp,42.42,117.35,1684,9.74285715,60.57142857,923.9166667,0.460528571,forest,field,NA,NA,NA,NA,NA,NA,NA,leaf_n_mass,-0.745012918,0.712920354,1.402681231,-0.711856535,0.708894977,1.410646192,-0.937421561,0.739896599,1.351540204,-0.651984295,0.337761287,2.960670863,-0.493927496,0.335874629,2.977301392,0.177813899,0.333662685,2.997038759,0.333497969
zeng2015,saihanba_fnp,42.42,117.35,1684,9.74285715,60.57142857,923.9166667,0.460528571,forest,field,NA,NA,NA,NA,NA,NA,NA,leaf_p_mass,-0.25342864,0.67201884,1.48805352,0.250613316,0.671900586,1.488315415,-0.006973018,0.666670719,1.499990883,-0.251321383,0.333991275,2.994090186,0.242655128,0.333946682,2.994489997,-0.034665018,0.333345851,2.999887348,0.333339592
zeng2015,saihanba_fnp,42.42,117.35,1684,9.74285715,60.57142857,923.9166667,0.460528571,forest,field,NA,NA,NA,NA,NA,NA,NA,leaf_np,-0.039534262,0.666796913,1.499707003,-1.125988184,0.772320783,1.294798771,-1.066512416,0.761454061,1.313276862,0.199689973,0.333748709,2.99626627,-1.238077835,0.349300383,2.862865459,0.239627968,0.333931475,2.994626371,0.33363227
zeng2015,saihanba_fnp,42.42,117.35,1684,9.74285715,60.57142857,923.9166667,0.460528571,forest,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-1.709608762,0.910230177,1.098623212,0.368384632,0.677975603,1.474979329,1.156843021,0.778190481,1.285032423,-0.408820179,0.335074312,2.984412605,1.761397087,0.365651247,2.734846411,1.297559699,0.350871471,2.850046481,0.341989995
cleland2019,cleland2019_bldr.us_fnp,39.97,-105.23,1649,10.97272709,42.36363636,829.8137626,0.298027273,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.582627953,1.042431916,0.959295263,0.164277679,1.003373394,0.996637947,2.88993242,2.043963674,0.489245485,1.957732999,0.559886227,1.786077158,1.561044137,0.538075919,1.858473805,1.25544679,0.524627291,1.906115097,0.512165643
cleland2019,cleland2019_bnch.us_fnp,44.28,-121.97,1298,7.780000031,108.7,770.2479167,1.70884,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.379440935,0.678664619,1.473481853,0.334964304,0.676016757,1.479253272,0.36339326,0.677671222,1.475641827,0.201479684,0.333756188,2.996199128,0.159403605,0.333598016,2.997619749,-0.21604448,0.333819534,2.995630572,0.333576345
cleland2019,cleland2019_bogong.au_fnp,-36.87,147.24,1567,7.290908992,132,797.0410354,2.085881818,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,2.202196268,1.0708057,0.933876239,0.577185788,0.694428619,1.440032815,2.046203099,1.015578927,0.984660053,2.288890282,0.387906445,2.577941184,0.357160172,0.334662119,2.988088416,-0.242549072,0.333946146,2.994494804,0.333639599
cleland2019,cleland2019_burrawan.au_fnp,-27.73,151.14,411,18.1833334,53.25,896.7615741,0.337966667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-1.124184485,0.771982563,1.295366046,-0.74672567,0.713133269,1.402262443,-0.867893822,0.729436641,1.370920988,-0.861581969,0.34106587,2.931984959,-0.395504351,0.334962747,2.985406615,0.354336612,0.334641192,2.988275275,0.333986623
cleland2019,cleland2019_cbgb.us_fnp,41.79,-93.39,275,14.13333344,87.33333333,785.150463,0.742722222,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.209945508,0.33516988,2.983561651,-0.866178875,0.36459441,2.742773811,0.482699226,0.343041606,2.915098293,0.570585231,0.168362331,5.939570897,-0.134591598,0.166761015,5.996605378,0.310236232,0.167167951,5.982007892,0.16691712
cleland2019,cleland2019_cdcr.us_fnp,45.4,-93.2,282,15.14285728,85.42857143,826.2777778,0.672442857,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.335588636,0.676051644,1.479176936,0.199184323,0.669972866,1.492597761,0.078710044,0.667182939,1.498839286,0.126491679,0.333500002,2.998500736,-0.028622205,0.333341867,2.999923199,-0.305611283,0.334306232,2.991269395,0.333819428
cleland2019,cleland2019_cdpt.us_fnp,41.2,-101.63,1018,13.82222205,46.44444444,873.5146605,0.279733333,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,2.304160459,1.109096285,0.901634974,0.287589978,0.673559,1.484650937,0.623981796,0.699112773,1.430384393,1.026851214,0.344316911,2.904301152,-0.073007091,0.333388855,2.999500392,-0.2168613,0.333823217,2.995597518,0.333578185
cleland2019,cleland2019_cowi.ca_fnp,48.46,-123.38,24,10.50833333,63.5,560.8871528,1.909558333,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,1.158374154,0.77848589,1.284544798,1.74122748,0.919322762,1.087757251,1.715120821,0.911803286,1.096727787,0.575693116,0.336785652,2.969247635,1.132157851,0.346685223,2.884460986,-0.719326811,0.33872324,2.952262736,0.33601748
cleland2019,cleland2019_elliot.us_fnp,32.88,-117.05,256,17.68333348,29.83333333,880.3431713,0.248566667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.295953841,0.673965723,1.483754983,-0.265212128,0.672528123,1.486926667,0.940593786,0.740393056,1.350633953,0.695922307,0.338378207,2.955273064,0.020617707,0.333337761,2.999960148,0.258468354,0.334029228,2.993749996,0.333681099
cleland2019,cleland2019_frue.ch_fnp,47.11,8.54,972,7.827272828,130.8181818,617.1843434,2.132227273,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.765480032,0.71549664,1.397630603,-0.545291247,0.691445212,1.446246185,0.963665612,0.744054284,1.34398796,1.199181602,0.34831288,2.870981972,0.095188923,0.333427718,2.999150778,0.407348942,0.335061804,2.984524016,0.334196451
cleland2019,cleland2019_gilb.za_fnp,-29.28,30.29,1666,13.88333344,78.66666667,854.6724537,0.591916667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,3.511556418,1.694252373,0.590230839,1.953766602,0.984766995,1.015468639,4.819544414,2.60233403,0.384270424,3.120099298,0.434739788,2.300226545,2.15938574,0.381905696,2.618447464,-0.2503893,0.333986404,2.994133855,0.333659709
cleland2019,cleland2019_hall.us_fnp,36.87,-86.7,201,13.69166658,107.75,708.9930556,1.267208333,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.544058079,0.691333266,1.446480372,1.168459824,0.78044153,1.28132597,0.524173136,0.689563123,1.45019356,0.167919574,0.333627052,2.99735886,0.569366371,0.336710188,2.969913104,-0.192122396,0.333717823,2.996543579,0.333525523
cleland2019,cleland2019_hart.us_fnp,42.72,-119.5,1513,9.529999943,21.4,866.4881944,0.1996,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,4.168528333,2.114719038,0.472876057,-0.565285246,0.693295617,1.442386155,1.197160064,0.786099352,1.272103835,1.594754781,0.359825446,2.779125299,0.30838741,0.334323987,2.991110532,0.466840609,0.335603543,2.979706323,0.334466512
cleland2019,cleland2019_konz.us_fnp,39.07,-96.58,421,15.03000008,84,817.1236111,0.58459,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.534187914,0.690446394,1.448338363,-0.378157818,0.678583611,1.473657753,0.839153946,0.725348279,1.378648064,1.079009969,0.345461068,2.894682189,0.120790194,0.333485315,2.998632785,0.518514006,0.336133925,2.975004682,0.3347307
cleland2019,cleland2019_lancaster.uk_fnp,53.99,-2.63,219,8.033333341,126.8333333,443.1429398,3.366558333,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,1.693967525,1.120285931,0.892629259,5.685457465,4.065775992,0.245955508,2.196636205,1.315854395,0.759962503,1.071223369,0.388039994,2.577053949,1.514176493,0.401053755,2.493431335,-1.245993989,0.392642057,2.546848923,0.361774357
cleland2019,cleland2019_look.us_fnp,44.21,-122.13,1481,6.108333395,161.25,673.3935185,2.718908333,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,2.06719538,1.022774728,0.97773241,0.95745802,0.743060488,1.345785458,0.203418587,0.670114927,1.492281339,-0.058945617,0.333369527,2.999674293,0.21744383,0.333825852,2.995573869,-1.097698373,0.34588481,2.891135928,0.339551081
cleland2019,cleland2019_mtca.au_fnp,-31.78,117.61,297,17.74166656,27,956.9826389,0.240475,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.577162602,0.694426389,1.440037441,0.524060805,0.689553311,1.450214196,0.486667827,0.686403798,1.456868396,-0.205416236,0.333772873,2.99604935,0.900671187,0.341783423,2.925829439,0.432210631,0.335279229,2.982588577,0.334304866
cleland2019,cleland2019_sage.us_fnp,39.43,-120.24,1968,8.488888939,47.77777778,976.9699074,0.525544444,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.219614854,0.67068589,1.49101094,0.614138892,0.698097215,1.432465248,0.04968184,0.666872357,1.499537339,-0.545325251,0.336431038,2.97237736,0.602352728,0.3371128,2.966366153,-0.313327105,0.334355978,2.99082435,0.333844264
cleland2019,cleland2019_saline.us_fnp,39.05,-99.1,566,14.90000011,57.8,858.1902778,0.35398,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.073121583,0.66711223,1.498998151,1.700908231,0.907757401,1.101615915,1.787834513,0.933029354,1.071777641,-0.106434389,0.333451336,2.99893835,2.343468557,0.390540051,2.560556844,-0.005735985,0.333333676,2.999996915,0.333333505
cleland2019,cleland2019_sgs.us_fnp,40.82,-104.77,1654,11.21999996,35,859.6826389,0.21515,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.467738413,0.684898269,1.460070854,-0.041916552,0.666813083,1.499670635,0.557132049,0.69253301,1.44397449,-0.055887399,0.333365869,2.99970721,0.582825733,0.336871727,2.968488949,0.625406609,0.33740764,2.963774028,0.335364299
cleland2019,cleland2019_shps.us_fnp,44.24,-112.2,1667,12.20000008,22.42857143,963.3194444,0.146414286,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.667282815,0.703772196,1.420914332,-0.414670448,0.680995965,1.468437482,0.841643719,0.725697013,1.377985554,0.497257627,0.335909012,2.97699664,0.729915079,0.338883084,2.950870222,1.206672152,0.348500601,2.869435512,0.340832608
cleland2019,cleland2019_sier.us_fnp,39.24,-121.28,258,16.2833335,78.41666667,819.6157407,1.062725,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.527164219,0.689825176,1.449642655,0.059873715,0.666965405,1.499328139,0.133054843,0.668141966,1.496687906,-0.277252312,0.33413405,2.992810815,0.406636725,0.335055765,2.984577807,0.340522712,0.334541205,2.989168401,0.333936723
cleland2019,cleland2019_smith.us_fnp,48.21,-122.62,56,10.1833332,49.41666667,561.9849537,1.0761,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.130703022,0.668090273,1.49680371,0.453160926,0.683779569,1.462459608,1.21991731,0.790683187,1.264729055,0.505608197,0.335996246,2.976223725,0.967980641,0.34309361,2.914656444,0.414134205,0.335119866,2.984006922,0.334225406
cleland2019,cleland2019_spin.us_fnp,38.14,-84.5,284,13.59090907,97.72727273,717.6502525,1.069581818,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.92359963,0.737753023,1.355467167,0.665222456,0.70354341,1.421376402,2.235351194,1.083066247,0.923304556,1.116999602,0.346330084,2.887418809,0.373154766,0.334783797,2.987002388,-0.171049807,0.333638105,2.997259565,0.333485684
cleland2019,cleland2019_summ.za_fnp,-29.81,30.72,636,18.23333335,78.91666667,810.4079861,0.593066667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,1.046709482,0.757966728,1.319319124,0.394779207,0.679654219,1.471336413,1.204089277,0.787485916,1.269863981,0.863378455,0.34109815,2.93170749,0.268814488,0.334086054,2.993240773,-0.163891435,0.333613129,2.997483949,0.333473202
cleland2019,cleland2019_trel.us_fnp,40.08,-88.83,215,15.377778,91.66666667,783.7677469,0.815611111,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.669005483,0.703964028,1.42052713,-0.904572273,0.73485425,1.360814067,0.755715719,0.714258854,1.400052648,0.343338954,0.334561267,2.988989158,0.395942262,0.334966357,2.985374438,1.200741369,0.348351873,2.870660607,0.340759873
cleland2019,cleland2019_ukul.za_fnp,-29.67,30.4,810,17.56666676,69.33333333,830.8449074,0.496733333,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.180692626,0.501813879,1.992770709,2.121646874,0.75007697,1.333196512,3.442821039,1.158500928,0.863184462,0.815687012,0.297211211,3.364610632,2.663520736,0.350786189,2.85073937,0.965277669,0.299431341,3.339663761,0.315927915
cleland2019,cleland2019_unc.us_fnp,36.01,-79.02,147,14.85833345,96.16666667,734.4409722,0.943658333,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,0.445908978,0.683236235,1.463622608,1.369605496,0.822984935,1.215089072,1.359963381,0.8207917,1.218335907,-0.133755293,0.333519692,2.998323705,1.407488604,0.353969002,2.825106139,-0.362974106,0.334705731,2.987699064,0.334018827
cleland2019,cleland2019_valm.ch_fnp,46.63,10.37,2233,5.49999996,68.33333333,826.6400463,0.798716667,grassland,field,NA,NA,NA,NA,NA,NA,NA,anpp,-0.578431961,0.694548628,1.439783998,-0.360256505,0.677482062,1.47605384,-0.140425671,0.668309947,1.49631171,-0.204397319,0.333768524,2.996088395,0.036499521,0.333347211,2.99987511,0.567567555,0.336688885,2.97010102,0.335006908
cleland2019,cleland2019_bldr.us_fnp,39.97,-105.23,1649,10.97272709,42.36363636,829.8137626,0.298027273,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,0.476021405,1.028324547,0.972455634,0.578918522,1.041893332,0.959791151,0.347938865,1.015132682,0.985092903,0.356377882,0.501984456,1.992093555,-0.116876617,0.50021344,1.999146605,-0.561390964,0.504924372,1.980494615,0.502456153
cleland2019,cleland2019_bnch.us_fnp,44.28,-121.97,1298,7.780000031,108.7,770.2479167,1.70884,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-0.376543361,0.678482075,1.473878289,-0.742285881,0.712582361,1.403346553,-0.74321525,0.712697409,1.403120016,-0.108463632,0.333455879,2.998897497,-0.745426742,0.339121469,2.948795907,0.178339241,0.333664634,2.997021253,0.333498943
cleland2019,cleland2019_bogong.au_fnp,-36.87,147.24,1567,7.290908992,132,797.0410354,2.085881818,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,2.231625712,1.081679443,0.92448831,0.44288384,0.683012175,1.464102745,1.258730691,0.798700246,1.25203417,1.724842426,0.364323765,2.744811339,-0.388373445,0.33490452,2.985925659,-0.701797628,0.338463749,2.954526158,0.335888746
cleland2019,cleland2019_burrawan.au_fnp,-27.73,151.14,411,18.1833334,53.25,896.7615741,0.337966667,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-2.128670879,1.044269976,0.957606771,-1.288592118,0.805039137,1.242175633,0.26878358,0.672687051,1.486575367,0.139417894,0.333535806,2.998178855,0.285313791,0.334181291,2.992387743,0.76299611,0.339397532,2.946397384,0.336351766
cleland2019,cleland2019_cbgb.us_fnp,41.79,-93.39,275,14.13333344,87.33333333,785.150463,0.742722222,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-0.106362911,0.333804711,2.99576359,1.034143407,0.377893858,2.64624571,0.988818667,0.374073432,2.673271919,-0.097625693,0.166716306,5.998213512,1.083743809,0.172783858,5.787577696,-0.010847299,0.166667279,5.999977938,0.166666973
cleland2019,cleland2019_cdcr.us_fnp,45.4,-93.2,282,15.14285728,85.42857143,826.2777778,0.672442857,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-0.018760697,0.666695997,1.49993401,0.998938969,0.749823255,1.33364762,1.653509173,0.894507715,1.117933342,0.294565484,0.334237175,2.99188742,1.482287152,0.356220575,2.807249413,0.298769809,0.33426316,2.991654835,0.333797923
cleland2019,cleland2019_cdpt.us_fnp,41.2,-101.63,1018,13.82222205,46.44444444,873.5146605,0.279733333,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,0.484683326,0.686243161,1.457209423,0.148325235,0.668500031,1.495886243,0.085086681,0.667269979,1.498643775,0.277095257,0.334133144,2.992818938,-0.156951198,0.333589934,2.997692369,-0.34168137,0.334549439,2.989094833,0.333940833
cleland2019,cleland2019_cowi.ca_fnp,48.46,-123.38,24,10.50833333,63.5,560.8871528,1.909558333,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-1.142988941,0.77553531,1.289431941,0.346382766,0.676665085,1.477835967,1.280174814,0.803237296,1.244962111,-0.214719045,0.333813586,2.995683943,1.006405128,0.343883868,2.907958455,0.48361093,0.335769578,2.978232884,0.334549238
cleland2019,cleland2019_elliot.us_fnp,32.88,-117.05,256,17.68333348,29.83333333,880.3431713,0.248566667,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,0.098225709,0.667470691,1.498193125,-0.7503492,0.713585327,1.401374107,-0.866895568,0.729292327,1.371192268,0.021654378,0.333338218,2.99995604,-1.027750096,0.344336149,2.904138889,-0.13159199,0.333513713,2.998377461,0.333423511
cleland2019,cleland2019_frue.ch_fnp,47.11,8.54,972,7.827272828,130.8181818,617.1843434,2.132227273,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,0.149265284,0.668523344,1.495834079,0.285430916,0.673455901,1.484878221,-0.233934732,0.671227122,1.489808692,-0.173261381,0.333646037,2.997188309,-0.002918645,0.333333422,2.999999201,-0.343604117,0.334563164,2.988972207,0.333947683
cleland2019,cleland2019_gilb.za_fnp,-29.28,30.29,1666,13.88333344,78.66666667,854.6724537,0.591916667,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,0.218842638,0.670657675,1.491073669,-0.254913828,0.672081755,1.48791422,-1.403462263,0.83080886,1.203646287,-0.061733994,0.333373032,2.999642753,-0.54396217,0.336415571,2.972514014,-0.382157591,0.334854629,2.986370539,0.334093115
cleland2019,cleland2019_hall.us_fnp,36.87,-86.7,201,13.69166658,107.75,708.9930556,1.267208333,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-0.455332574,0.683943979,1.462108053,0.60644013,0.697314136,1.434073896,-0.310330414,0.67469208,1.482157608,-0.623834276,0.337387179,2.963953765,0.506425065,0.336004858,2.976147448,-0.443806819,0.335385047,2.981647541,0.334357616
cleland2019,cleland2019_hart.us_fnp,42.72,-119.5,1513,9.529999943,21.4,866.4881944,0.1996,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,0.132927663,0.668139147,1.496694221,-0.176925957,0.669275233,1.494153602,-0.246248607,0.671719865,1.488715836,0.046394859,0.333355755,2.999798218,-0.284066766,0.334173895,2.992453973,-0.10662678,0.333451763,2.998934509,0.333392543
cleland2019,cleland2019_konz.us_fnp,39.07,-96.58,421,15.03000008,84,817.1236111,0.58459,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,-2.167045548,1.0580072,0.945173152,-0.563401238,0.693118413,1.442754919,-0.405941532,0.680399044,1.469725757,-1.108266888,0.346127661,2.889107435,0.519188091,0.336141211,2.974940194,0.947090365,0.342676877,2.918200988,0.337972818
cleland2019,cleland2019_lancaster.uk_fnp,53.99,-2.63,219,8.033333341,126.8333333,443.1429398,3.366558333,grassland,field,NA,NA,NA,NA,NA,NA,NA,bnpp,0.080797689,0.83398616,1.199060665,-1.148161928,0.965160915,1.03609666,0.081553448,0.83399843,1.199043025,0.343206913,0.376338534,2.657182058,-0.251588118,0.375719279,2.661561583,0.220757667,0.375553795,2.662734377,0.353814356
